customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PC1,PC2
0939-EREMR,Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,13-24,3,-1.3691318062705853,-0.03690195292394896
9389-ACWBI,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,0-12,1,-0.954497236471457,0.7538380490897565
5419-JPRRN,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,0-12,1,-0.7317192704363538,2.1791770859619315
3644-QXEHN,Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,13-24,1,-0.13355218361477905,1.4026329663163273
2911-IJORQ,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,No,25-48,0,0.8534475065840937,0.12284696134249193
5921-NGYRH,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,No,61-72,0,1.502041825507801,-0.0987578966309182
2100-BDNSN,Female,No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes,0-12,3,-1.1665225298313149,0.4348188300201754
5998-DZLYR,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703.0,No,61-72,0,2.4207596126354374,-0.1592484957859137
0488-GSLFR,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,0-12,1,-1.2392694348264373,1.5595514670901318
9318-NKNFC,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,0-12,2,-2.406863310219188,-0.28940646759594313
3985-HOYPM,Male,No,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,525.55,No,25-48,2,-1.5960441456101095,-1.3046679889235089
9728-FTTVZ,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,0-12,1,-1.2440351640695368,1.553733386161758
9548-LERKT,Male,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,483.15,No,13-24,2,-1.4778110686652233,-1.5215567205612057
6576-FBXOJ,Male,No,Yes,No,17,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,13-24,3,-0.8245595261600251,-0.13882749397627828
4310-KEDTB,Female,No,No,Yes,26,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,25-48,3,-1.3701510331483768,-0.562971173752663
7254-IQWOZ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,0-12,1,-1.2368865702048875,1.5624605075543185
2474-BRUCM,Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,25-48,0,1.300864593862399,1.1394139980645062
4062-HBMOS,Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,49-60,0,1.8549233052204186,1.1156440269817363
0742-NXBGR,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,0-12,1,-1.0359316537875305,1.807789586700743
2676-ISHSF,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,20.3,No,0-12,2,-2.450898707201523,-0.43771774097035787
9236-NDUCW,Female,No,No,No,21,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,13-24,3,-1.2463944383275007,-0.9202409065720235
4753-PADAS,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,61-72,0,2.9814412176312777,0.05895054472195252
6103-QCKFX,Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,25-48,3,0.08940742740641007,-0.7091719508628588
7781-EWARA,Male,No,Yes,Yes,70,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,61-72,0,1.3212254776911363,-1.2356575813543456
6110-OHIHY,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,0-12,1,-1.055985773867473,1.529789563481846
7018-FPXHH,Male,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,49-60,0,1.000433571049652,-1.2274718142274044
5889-LFOLL,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,13-24,1,-0.4540911955367291,1.6006905256749602
5708-EVONK,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,49-60,0,2.0458375057822265,0.2625165934537569
8708-XPXHZ,Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,25-48,0,1.307466066676633,0.9062300400135538
0616-ATFGB,Male,Yes,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,0-12,3,-2.038914388112994,0.0674516453800875
0572-ZJKLT,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,25-48,0,1.6760742471274053,-0.07699870598305211
5135-RDDQL,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,61-72,0,0.9442628820982144,-1.5284365303362633
1353-LJWEM,Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,0-12,3,-1.1573903879270842,0.7710742927310459
1794-SWWKL,Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,13-24,3,-0.8489738219178323,0.11517066528020445
6166-YIPFO,Male,No,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,61-72,0,1.7019110992901088,-1.0346650440804461
7016-BPGEU,Female,No,No,No,29,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,25-48,3,-1.2635849867817237,-0.5593940202044878
6876-ADESB,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,0-12,3,-1.7846558051880579,0.43137924343833545
9332-GYWLO,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,0-12,3,-1.3861137066664526,0.32303115814700323
1963-SVUCV,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,0-12,3,-1.862788472139649,0.49534662564302845
4184-VODJZ,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,61-72,0,2.3416615640989313,0.04543000874122752
0220-EBGCE,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,0-12,1,-0.9353205549411753,1.8557863111067843
1092-WPIVQ,Female,No,Yes,Yes,18,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.1,428.45,No,13-24,2,-1.519500915151951,-1.4395178272542437
7233-IOQNP,Female,No,Yes,No,43,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,25-48,3,-0.5524253805160733,-0.9622599140763965
2834-JKOOW,Female,No,No,No,15,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,13-24,3,-1.2839053630096933,-0.45650712964950435
2754-VDLTR,Male,No,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,Yes,0-12,1,-0.4517431911718363,1.5562504727068485
2400-FEQME,Male,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,1177.95,No,49-60,2,-0.5810607391293743,-2.236594341162215
3190-XFANI,Male,No,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes,49-60,0,1.935058822502551,0.3299008876351398
7551-DACSP,Male,No,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,Yes,0-12,3,-1.4206689808783348,0.19492201158465702
4957-SREEC,Male,No,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,1458.1,No,61-72,2,-0.02507508534702478,-2.5120550673124726
7235-NXZCP,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,0-12,1,-1.1779042277436818,1.4146595005157594
0230-UBYPQ,Male,Yes,Yes,No,63,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,61-72,3,0.3526671632885885,-1.5999164201456586
4923-ADWXJ,Female,No,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,25-48,3,-0.4448042131661187,0.2824472009998896
1763-KUAAW,Female,Yes,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.35,369.6,No,13-24,2,-1.6072915919637327,-1.028944961104157
1104-TNLZA,Male,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,No,25-48,1,0.8683409144185323,1.6458904880854976
5195-KPUNQ,Female,Yes,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,49-60,0,1.8533131961933675,0.3800862046665431
0520-FDVVT,Male,No,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes,25-48,0,1.239379609839583,0.7990872320116208
3439-GVUSX,Male,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0-12,3,-2.2949237829196436,-0.22412902172128366
1444-VVSGW,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes,61-72,0,3.4500729211924894,-0.016693291040928565
5712-PTIWW,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,Yes,0-12,1,-1.0330811279365335,1.7396738149134214
5949-HGVJL,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,25-48,3,-0.177569134910356,0.5713742294459092
5203-XEHAX,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,25-48,3,-0.10761950595242559,-0.17489653442764005
1635-HDGFT,Female,No,No,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,398.55,No,13-24,2,-1.6911685355035202,-1.4250445187214986
3315-TOTBP,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,Yes,13-24,1,-0.640718815833101,1.081957980408945
8050-XGRVL,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,61-72,0,0.9182099737662126,-1.4763204379615693
6661-HBGWL,Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes,25-48,0,1.4671401805458595,1.153823116189961
1518-VOWAV,Female,No,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,0-12,3,-0.9820123409080606,1.074815333545004
9828-QHFBK,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,13-24,3,-0.8651215523184778,0.3239315144917465
3908-MKIMJ,Male,Yes,Yes,No,68,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,61-72,0,0.8001872240793484,-1.2658093338488376
5012-YSPJJ,Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,No,25-48,3,-0.5943509009881565,-0.5011402039160774
5909-ECHUI,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,0-12,3,-1.621769599775873,0.8841385773902234
1309-BXVOQ,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,13-24,1,0.4820838339606595,1.7163237807800165
6728-VOIFY,Female,No,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,61-72,0,2.4894614582515584,0.26078223378942045
9317-WZPGV,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,0-12,1,-0.9421764696189744,1.5278067492129612
4891-NLUBA,Female,No,Yes,Yes,61,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,61-72,0,1.2158889594086189,-1.2964823887433583
2856-HYAPG,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,Yes,0-12,1,-1.3198420893392009,1.3666349065981853
8969-PRHFK,Male,No,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,411.25,No,13-24,2,-1.79737438948114,-1.1481327019546628
0661-KQHNK,Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,105.5,No,0-12,2,-1.863712484424825,-1.1720345919982096
8709-KRDVL,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,No,25-48,1,0.8299330682027513,1.4665488566664393
4488-PSYCG,Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes,13-24,2,-1.8827967384038853,-0.7076367573907335
1427-VERSM,Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,No,49-60,0,2.0713632364367003,0.8268215913231688
9801-NOSHQ,Male,No,No,Yes,23,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.8,465.45,No,13-24,2,-1.6513771354135365,-1.3742881524611623
6339-YPSAH,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,No,0-12,1,-0.8230592378404099,1.476733380538062
3621-CEOVK,Female,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,Yes,13-24,1,0.027048285607448305,1.842770708525374
6906-ANDWJ,Male,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Yes,13-24,1,-0.3725436279810549,0.8230399564305669
2159-TURXX,Male,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.05,95.55,No,0-12,2,-2.1918626275164796,-0.5052170672415466
1548-FEHVL,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No,61-72,0,2.4920032354732333,0.8598307076511668
3795-CAWEX,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,No,61-72,0,3.656636239453866,-0.10316573495577444
6215-NQCPY,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,No,13-24,1,-0.05017835883214654,1.8441325251828815
5647-URDKA,Male,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,130.25,No,0-12,2,-1.9032614753002879,-1.3504231710010075
2229-DPMBI,Female,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.5,162.15,No,0-12,2,-1.8975667389673028,-1.3552054880277151
9626-WEQRM,Female,No,No,No,4,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,No,0-12,3,-2.0649215150239306,-0.01352808606929154
2188-SXWVT,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,No,25-48,3,-0.4000947401438238,-0.6659129753811717
6258-PVZWJ,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,No,61-72,0,2.507964502054775,-0.7977929386081574
1094-BKOSX,Female,No,Yes,Yes,45,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,No,25-48,3,0.17293949934224273,-1.1966326495748962
6969-MVBAI,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,0-12,1,-0.5052783184262993,1.87649611777744
2978-XXSOG,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,13-24,3,-0.8914764868910654,0.20095452632803582
2342-CKIAO,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,41.2,No,0-12,2,-2.423417052022873,-0.45686386012042113
6953-PBDIN,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,61-72,0,1.922078918789288,-1.3244598483403374
3898-BSJYF,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,0-12,3,-0.7854044676710752,0.05224903838458775
3938-YFPXD,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,61-72,0,2.228444857313477,-1.044561328753363
7696-AMHOD,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,No,49-60,0,1.109195085069944,-0.7947407371478826
2453-SAFNS,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,49-60,0,0.8862001157177601,-0.6749261274801944
9558-IHEZX,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,No,61-72,0,3.1517235483693073,-0.03130991953586734
9617-UDPEU,Female,No,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.25,412.55,No,13-24,2,-1.649368074023533,-1.053737184367387
6340-DACFT,Female,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.55,1070.25,No,49-60,2,-0.5632533700354311,-2.1260970388453595
4955-VCWBI,Female,No,Yes,Yes,43,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,817.95,No,25-48,2,-1.0034193583304762,-1.8730118965734701
6813-GZQCG,Female,No,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.65,1171.3,No,25-48,2,-0.5127829348453303,-1.780091373366577
7426-GSWPO,Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,61-72,0,2.5401511334570053,0.6586363167578718
3389-KTRXV,Female,No,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.85,625.65,No,13-24,2,-1.3759836766269578,-1.5621350649572705
3118-UHVVQ,Female,No,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.8,1911.5,No,61-72,2,0.12174788690661666,-2.2470998374854907
1031-IIDEO,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,Yes,0-12,1,-1.2178236532324904,1.5857328312678132
5832-XKAES,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes,0-12,1,-1.1396644446154385,1.2445410524596787
3205-MXZRA,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,No,25-48,3,-0.4534695938446267,-0.406673562374519
4701-AHWMW,Male,No,Yes,No,55,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes,49-60,3,0.502978310229272,-0.6508671464594683
8317-BVKSO,Male,No,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.05,299.3,No,13-24,2,-1.9283293453054655,-0.20109687827272468
5702-KVQRD,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,No,61-72,0,2.259150895604412,-0.7000161260706652
0083-PIVIK,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,No,61-72,0,1.7786841437349614,-0.5023339439896322
9210-IAHGH,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes,0-12,3,-1.1009584376005586,0.7428570554602232
6169-PGNCD,Female,No,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,No,49-60,0,1.3078541077048669,-0.7324453600805994
0023-XUOPT,Female,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,Yes,13-24,1,-0.23181711774837926,1.484409476184119
4592-IWTJI,Female,No,Yes,Yes,3,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes,0-12,3,-1.8614078871327127,-0.40278177330282827
4909-JOUPP,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,61-72,0,3.4679982531089455,-0.22149758500833328
4657-FWVFY,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,25-48,0,1.277940378327026,0.6922842766344206
2257-BOVXD,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,13-24,3,-0.7543711125070447,0.39594011127894047
7729-JTEEC,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,No,0-12,3,-1.6406773351891712,0.3801402064793934
7632-MNYOY,Male,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,Yes,61-72,0,3.059694097635929,0.1882796583751821
6518-LGAOV,Female,No,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,Yes,25-48,1,1.3248831255285847,1.3294712780871503
7242-QZLXF,Male,No,No,Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,Yes,0-12,3,-2.0932843721950767,0.14915252811309557
4576-CSAJH,Male,No,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,Yes,13-24,3,-0.6271115863522688,-0.23068640464677423
1000-AJSLD,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,0-12,2,-2.3870061050396076,-0.2651644637277193
9696-RMYBA,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,No,0-12,1,-0.9961680444090905,1.367778949129108
8690-UPCZI,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No,25-48,3,0.022817802528248193,-0.5405301463510109
1062-LHZOD,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,Yes,0-12,1,-1.1995824682545146,0.9968760334636954
9770-LXDBK,Female,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,63.15,No,0-12,2,-2.394084256731923,-0.4740973609107896
4086-WITJG,Male,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1301.1,No,61-72,2,-0.05690803523915612,-2.5388175436365943
8344-WFMFH,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,No,0-12,3,-1.4057390574519528,0.46943607365882123
